WTeamID,GameID,WLoc,WScore,WAst,WOR,WDR,WTO,WStl,WBlk,LTeamID,W3Pt%,WFT%,CityID,City,State,TeamName
1104,781104,A,105,20,8,31,16,7,4,1261,0.5348837209302325,0.6666666666666666,4024,Baton Rouge,LA,Alabama
1104,1301104,N,85,20,11,21,9,11,7,1280,0.3611111111111111,1.0,4353,Tuscaloosa,AL,Alabama
1104,751104,H,90,18,5,30,14,12,4,1116,0.4166666666666667,0.7647058823529411,4353,Tuscaloosa,AL,Alabama
1104,931104,H,78,15,8,38,17,9,5,1261,0.25,1.0,4353,Tuscaloosa,AL,Alabama
1104,711104,A,85,15,10,22,10,9,3,1246,0.4666666666666667,0.6923076923076923,4193,Lexington,KY,Alabama
1104,1241104,A,89,14,13,30,21,10,7,1208,0.45454545454545453,0.65,4014,Athens,GA,Alabama
1104,851104,H,70,14,6,25,14,6,5,1246,0.3,0.8571428571428571,4353,Tuscaloosa,AL,Alabama
1104,431104,H,83,17,17,23,10,5,4,1202,0.3225806451612903,0.52,4353,Tuscaloosa,AL,Alabama
1104,681104,A,94,14,12,26,16,15,5,1120,0.3125,0.8275862068965517,4018,Auburn,AL,Alabama
1104,1311104,N,73,9,13,24,17,10,4,1397,0.25,0.8421052631578947,4353,Tuscaloosa,AL,Alabama
1104,1101104,H,82,15,10,24,9,8,5,1435,0.2564102564102564,0.7142857142857143,4353,Tuscaloosa,AL,Alabama
1104,991104,A,81,16,14,19,22,8,8,1376,0.35294117647058826,0.85,4079,Columbia,SC,Alabama
1104,291104,N,86,21,4,31,11,4,4,1424,0.375,0.6842105263157895,4353,Tuscaloosa,AL,Alabama
1104,501104,H,85,20,12,23,12,9,5,1190,0.35294117647058826,0.5769230769230769,4353,Tuscaloosa,AL,Alabama
1104,301104,N,88,12,13,25,12,5,0,1344,0.41379310344827586,0.782608695652174,4013,Asheville,NC,Alabama
1104,571104,H,82,15,13,31,15,6,5,1279,0.32432432432432434,0.5833333333333334,4353,Tuscaloosa,AL,Alabama
1104,611104,A,71,11,11,28,12,4,5,1397,0.5,0.5294117647058824,4180,Knoxville,TN,Alabama
1104,231104,H,81,11,19,31,10,8,3,1240,0.22580645161290322,0.7,4353,Tuscaloosa,AL,Alabama
1104,1321104,N,80,16,16,31,9,4,8,1261,0.3333333333333333,0.4,4353,Tuscaloosa,AL,Alabama
1104,1031104,H,115,19,4,29,18,5,5,1208,0.6,0.8333333333333334,4353,Tuscaloosa,AL,Alabama
1104,641104,H,86,12,12,28,13,10,6,1196,0.4,0.7619047619047619,4353,Tuscaloosa,AL,Alabama
1111,821111,H,74,7,15,24,8,6,3,1209,0.2727272727272727,0.8,4036,Boone,NC,Appalachian St
1111,391111,A,61,8,6,21,10,4,10,1150,0.23809523809523808,0.7619047619047619,4066,Charlotte,NC,Appalachian St
1111,811111,H,80,10,6,15,12,11,3,1209,0.43478260869565216,0.6923076923076923,4036,Boone,NC,Appalachian St
1111,1161111,A,84,12,8,22,10,9,5,1204,0.37037037037037035,0.6,4334,Statesboro,GA,Appalachian St
1111,1231111,N,67,16,5,21,11,6,2,1114,0.4,0.7857142857142857,4036,Boone,NC,Appalachian St
1111,231111,A,81,15,13,41,23,6,3,1354,0.25925925925925924,0.7692307692307693,4256,Orangeburg,SC,Appalachian St
1111,1241111,N,76,12,9,28,9,5,1,1402,0.4444444444444444,0.6666666666666666,4309,San Marcos,TX,Appalachian St
1111,681111,H,77,14,9,22,9,10,0,1204,0.29411764705882354,0.6956521739130435,4036,Boone,NC,Appalachian St
1111,611111,H,90,20,7,26,8,8,1,1407,0.5769230769230769,0.5,4036,Boone,NC,Appalachian St
1111,671111,H,66,11,8,18,15,9,4,1204,0.4,0.7,4036,Boone,NC,Appalachian St
1111,1261111,N,80,10,11,25,12,11,3,1209,0.38461538461538464,0.7407407407407407,4016,Atlanta,GA,Appalachian St
1111,1251111,N,64,13,9,25,12,16,4,1157,0.3225806451612903,0.6666666666666666,4082,Conway,SC,Appalachian St
1111,751111,A,83,17,6,20,8,6,5,1375,0.4444444444444444,0.9545454545454546,4218,Mobile,AL,Appalachian St
1116,921116,H,61,13,12,28,17,10,6,1280,0.11764705882352941,0.9285714285714286,4119,Fayetteville,AR,Arkansas
1116,301116,H,72,12,16,23,11,8,4,1426,0.3333333333333333,0.7894736842105263,4119,Fayetteville,AR,Arkansas
1116,331116,H,86,17,10,44,12,4,7,1252,0.3235294117647059,0.75,4119,Fayetteville,AR,Arkansas
1116,1141116,H,81,15,9,28,12,4,11,1104,0.2857142857142857,0.627906976744186,4119,Fayetteville,AR,Arkansas
1116,991116,A,81,12,5,28,5,8,3,1246,0.375,0.782608695652174,4193,Lexington,KY,Arkansas
1116,861116,H,74,12,7,23,12,6,6,1279,0.4117647058823529,0.7142857142857143,4119,Fayetteville,AR,Arkansas
1116,371116,H,79,16,12,30,12,8,8,1380,0.3333333333333333,0.47058823529411764,4119,Fayetteville,AR,Arkansas
1116,261116,H,69,10,10,27,16,9,8,1317,0.2727272727272727,0.6538461538461539,4119,Fayetteville,AR,Arkansas
1116,1031116,A,86,18,6,25,13,6,5,1281,0.38095238095238093,0.8695652173913043,4463,Columbia,MO,Arkansas
1116,1301116,N,70,13,7,24,20,5,5,1281,0.3333333333333333,0.6818181818181818,4119,Fayetteville,AR,Arkansas
1116,1241116,H,87,14,9,19,11,8,2,1401,0.375,0.8,4119,Fayetteville,AR,Arkansas
1116,481116,H,87,14,23,31,14,8,7,1331,0.16666666666666666,0.7037037037037037,4119,Fayetteville,AR,Arkansas
1116,501116,H,85,15,12,24,13,6,5,1101,0.36,0.8,4119,Fayetteville,AR,Arkansas
1116,581116,A,97,13,12,20,9,13,4,1120,0.32142857142857145,0.7741935483870968,4018,Auburn,AL,Arkansas
1116,681116,H,99,24,10,24,14,7,1,1208,0.5714285714285714,0.8333333333333334,4119,Fayetteville,AR,Arkansas
1116,1171116,H,83,17,8,34,8,7,6,1261,0.3,0.7419354838709677,4119,Fayetteville,AR,Arkansas
1116,231116,H,142,26,19,35,7,11,4,1290,0.5,0.7878787878787878,4119,Fayetteville,AR,Arkansas
1116,401116,H,100,26,6,24,8,10,8,1146,0.4,0.8888888888888888,4119,Fayetteville,AR,Arkansas
1116,791116,H,75,16,10,22,15,8,5,1120,0.26666666666666666,0.7333333333333333,4119,Fayetteville,AR,Arkansas
1116,821116,A,92,22,11,26,11,9,5,1435,0.42105263157894735,0.631578947368421,4233,Nashville,TN,Arkansas
1116,1061116,H,75,12,11,23,13,9,5,1196,0.26666666666666666,0.7894736842105263,4119,Fayetteville,AR,Arkansas
1116,1201116,A,101,17,4,33,15,10,4,1376,0.45454545454545453,0.9230769230769231,4079,Columbia,SC,Arkansas
1124,751124,A,68,6,8,23,16,8,3,1403,0.375,0.5909090909090909,4205,Lubbock,TX,Baylor
1124,821124,A,81,19,9,18,9,10,9,1329,0.4166666666666667,0.6428571428571429,4335,Stillwater,OK,Baylor
1124,571124,H,93,25,7,32,10,14,3,1146,0.43333333333333335,0.75,4362,Waco,TX,Baylor
1124,301124,N,82,14,16,21,7,7,4,1228,0.3888888888888889,0.625,4161,Indianapolis,IN,Baylor
1124,581124,H,105,23,16,19,12,10,5,1108,0.42857142857142855,0.8064516129032258,4362,Waco,TX,Baylor
1124,471124,A,100,24,16,24,12,9,1,1243,0.46875,0.6111111111111112,4211,Manhattan,KS,Baylor
1124,611124,A,76,10,6,25,16,13,6,1235,0.21052631578947367,0.6896551724137931,4006,Ames,IA,Baylor
1124,651124,H,76,13,8,27,12,5,5,1328,0.4166666666666667,0.8333333333333334,4362,Waco,TX,Baylor
1124,681124,A,67,17,9,20,10,10,3,1395,0.3157894736842105,0.5789473684210527,4125,Fort Worth,TX,Baylor
1124,861124,H,107,23,13,28,13,14,4,1243,0.6071428571428571,0.7272727272727273,4362,Waco,TX,Baylor
1124,891124,H,84,17,17,26,8,7,7,1120,0.36666666666666664,0.6111111111111112,4362,Waco,TX,Baylor
1124,921124,A,83,13,4,19,12,10,1,1400,0.5238095238095238,1.0,4020,Austin,TX,Baylor
1124,771124,H,77,14,8,17,18,10,3,1242,0.47368421052631576,0.9230769230769231,4362,Waco,TX,Baylor
1124,371124,H,83,20,6,19,20,14,4,1372,0.45,0.8888888888888888,4362,Waco,TX,Baylor
1124,491124,H,99,25,13,28,5,9,4,1115,0.4782608695652174,0.8235294117647058,4362,Waco,TX,Baylor
1124,261124,N,112,25,12,26,10,12,1,1418,0.5555555555555556,0.5384615384615384,4188,Las Vegas,NV,Baylor
1124,271124,N,86,21,20,28,16,3,6,1449,0.4482758620689655,0.45454545454545453,4362,Waco,TX,Baylor
1124,1221124,H,81,20,10,19,13,11,3,1329,0.4090909090909091,0.6666666666666666,4362,Waco,TX,Baylor
1124,1131124,H,77,10,13,22,12,9,4,1235,0.32,0.7142857142857143,4362,Waco,TX,Baylor
1124,1201124,A,94,16,13,16,13,8,3,1452,0.41935483870967744,0.6428571428571429,4224,Morgantown,WV,Baylor
1124,1291124,N,74,14,8,20,21,8,4,1243,0.4090909090909091,0.9285714285714286,4362,Waco,TX,Baylor
1124,1251124,H,88,19,11,25,12,4,2,1403,0.625,0.6818181818181818,4362,Waco,TX,Baylor
1140,1261140,N,82,12,8,34,20,7,3,1337,0.3333333333333333,0.8518518518518519,4282,Provo,UT,BYU
1140,891140,H,95,17,9,30,14,7,0,1334,0.3793103448275862,0.6428571428571429,4282,Provo,UT,BYU
1140,941140,A,105,22,13,32,10,6,2,1339,0.625,0.8571428571428571,4274,Portland,OR,BYU
1140,491140,H,87,26,9,22,12,7,3,1411,0.3793103448275862,0.631578947368421,4282,Provo,UT,BYU
1140,731140,A,62,6,7,25,8,7,3,1388,0.1,0.7333333333333333,4222,Moraga,CA,BYU
1140,751140,A,72,10,10,31,12,4,5,1362,0.2777777777777778,0.8333333333333334,4304,San Francisco,CA,BYU
1140,401140,H,82,21,8,36,15,3,2,1428,0.391304347826087,0.9166666666666666,4282,Provo,UT,BYU
1140,331140,A,67,12,5,27,14,3,4,1429,0.36363636363636365,0.7894736842105263,4197,Logan,UT,BYU
1140,241140,H,86,18,17,32,17,5,2,1309,0.37037037037037035,0.38095238095238093,4282,Provo,UT,BYU
1140,1151140,H,79,23,5,28,12,2,3,1362,0.5789473684210527,0.6666666666666666,4282,Provo,UT,BYU
1140,801140,H,95,28,8,35,13,4,4,1339,0.42424242424242425,0.75,4282,Provo,UT,BYU
1140,821140,H,65,15,8,37,11,3,4,1337,0.2608695652173913,0.7391304347826086,4282,Provo,UT,BYU
1140,1101140,A,88,16,5,22,10,7,6,1258,0.45,0.7727272727272727,4201,Los Angeles,CA,BYU
1140,1081140,A,80,17,6,25,8,6,0,1334,0.48148148148148145,0.8823529411764706,4336,Stockton,CA,BYU
1140,461140,A,72,15,13,23,15,4,3,1361,0.30434782608695654,0.9375,4303,San Diego,CA,BYU
1140,261140,H,82,22,6,27,18,6,5,1430,0.44,0.7857142857142857,4282,Provo,UT,BYU
1140,1171140,H,65,13,7,34,10,3,5,1388,0.47368421052631576,0.625,4282,Provo,UT,BYU
1140,511140,N,87,21,9,28,9,5,2,1451,0.2727272727272727,0.6190476190476191,4282,Provo,UT,BYU
1140,301140,N,74,15,9,32,18,5,3,1385,0.37037037037037035,0.6666666666666666,4282,Provo,UT,BYU
1155,641155,H,74,11,9,25,9,4,0,1301,0.3,0.3333333333333333,4139,Greenville,SC,Clemson
1155,1171155,H,66,14,3,21,8,9,4,1274,0.5,0.6,4139,Greenville,SC,Clemson
1155,401155,N,64,13,9,29,20,8,7,1104,0.2631578947368421,0.45454545454545453,4353,Tuscaloosa,AL,Clemson
1155,861155,H,54,12,6,29,11,3,4,1257,0.2,0.6923076923076923,4139,Greenville,SC,Clemson
1155,961155,H,78,19,9,30,17,4,5,1393,0.43478260869565216,0.8235294117647058,4139,Greenville,SC,Clemson
1155,491155,H,66,14,10,19,11,12,1,1287,0.37037037037037035,0.8421052631578947,4139,Greenville,SC,Clemson
1155,611155,A,66,18,6,19,11,6,5,1274,0.42857142857142855,0.7142857142857143,4084,Coral Gables,FL,Clemson
1155,371155,H,67,8,9,23,9,8,2,1268,0.45,0.75,4074,Clemson,SC,Clemson
1155,1141155,A,60,13,7,31,11,4,2,1448,0.30434782608695654,0.8666666666666667,4371,Winston-Salem,NC,Clemson
1155,1241155,H,77,18,5,20,10,3,3,1338,0.48,0.7777777777777778,4139,Greenville,SC,Clemson
1155,301155,H,75,17,12,23,15,10,5,1354,0.34782608695652173,0.7647058823529411,4139,Greenville,SC,Clemson
1155,231155,N,53,13,10,25,14,5,2,1280,0.2,0.6666666666666666,4139,Greenville,SC,Clemson
1155,241155,N,81,16,4,17,10,13,1,1345,0.35714285714285715,0.8666666666666667,4365,West Lafayette,IN,Clemson
1155,1021155,H,74,13,6,20,13,4,2,1210,0.5,0.8947368421052632,4139,Greenville,SC,Clemson
1155,571155,H,77,10,16,30,12,7,1,1199,0.2916666666666667,0.7272727272727273,4139,Greenville,SC,Clemson
1155,921155,H,63,12,4,22,7,6,2,1314,0.34782608695652173,0.75,4139,Greenville,SC,Clemson
1156,1201156,H,108,21,14,29,12,4,3,1236,0.3333333333333333,0.7619047619047619,4075,Cleveland,OH,Cleveland St
1156,961156,A,80,18,13,19,11,9,2,1324,0.30434782608695654,0.7777777777777778,4295,Rochester,MI,Cleveland St
1156,881156,H,74,14,9,21,8,7,3,1453,0.5,0.6470588235294118,4075,Cleveland,OH,Cleveland St
1156,951156,A,80,22,9,22,14,7,2,1324,0.36363636363636365,0.5714285714285714,4295,Rochester,MI,Cleveland St
1156,811156,H,64,17,5,31,12,8,3,1454,0.2903225806451613,0.6428571428571429,4075,Cleveland,OH,Cleveland St
1156,1261156,N,71,18,8,26,12,2,6,1454,0.47058823529411764,0.75,4075,Cleveland,OH,Cleveland St
1156,1101156,A,67,10,7,20,6,4,0,1236,0.1875,0.6666666666666666,4124,Fort Wayne,IN,Cleveland St
1156,481156,A,89,16,8,21,12,7,2,1236,0.46153846153846156,0.8076923076923077,4124,Fort Wayne,IN,Cleveland St
1156,541156,H,87,20,7,26,8,8,3,1464,0.4,0.7727272727272727,4075,Cleveland,OH,Cleveland St
1156,551156,H,81,11,9,20,10,9,4,1464,0.2777777777777778,0.5882352941176471,4075,Cleveland,OH,Cleveland St
1156,471156,A,63,14,7,16,16,14,2,1236,0.3157894736842105,0.5,4124,Fort Wayne,IN,Cleveland St
1156,601156,A,65,13,11,25,20,7,2,1237,0.3125,0.46153846153846156,4161,Indianapolis,IN,Cleveland St
1156,1271156,N,80,20,7,30,7,8,7,1324,0.2,0.5555555555555556,4075,Cleveland,OH,Cleveland St
1156,1031156,H,71,14,5,26,13,2,6,1178,0.38095238095238093,0.6875,4075,Cleveland,OH,Cleveland St
1156,681156,H,74,13,13,20,14,11,1,1297,0.2608695652173913,0.8,4075,Cleveland,OH,Cleveland St
1156,671156,H,58,13,10,28,9,4,3,1297,0.30434782608695654,0.6,4075,Cleveland,OH,Cleveland St
1156,891156,H,73,12,5,18,15,7,1,1453,0.42857142857142855,0.6785714285714286,4075,Cleveland,OH,Cleveland St
1156,741156,A,66,11,14,13,9,13,0,1460,0.3157894736842105,0.625,4091,Dayton,OH,Cleveland St
1156,611156,A,59,12,7,24,21,14,2,1237,0.2222222222222222,0.6428571428571429,4161,Indianapolis,IN,Cleveland St
1159,761159,H,96,23,7,24,12,10,3,1221,0.5238095238095238,0.725,4144,Hamilton,NY,Colgate
1159,611159,H,101,24,6,36,15,4,1,1119,0.48,0.875,4144,Hamilton,NY,Colgate
1159,1241159,H,77,9,10,29,6,4,4,1131,0.25,0.6153846153846154,4144,Hamilton,NY,Colgate
1159,1281159,H,105,25,17,31,9,7,5,1137,0.5789473684210527,0.8,4144,Hamilton,NY,Colgate
1159,681159,A,86,8,3,24,4,7,0,1131,0.37037037037037035,0.6923076923076923,4039,Boston,MA,Colgate
1159,691159,A,89,10,9,29,10,7,2,1131,0.4444444444444444,0.7727272727272727,4039,Boston,MA,Colgate
1159,751159,H,95,26,16,27,5,9,1,1221,0.4827586206896552,0.6428571428571429,4144,Hamilton,NY,Colgate
1159,1101159,H,82,21,11,28,10,8,4,1131,0.3076923076923077,0.7142857142857143,4144,Hamilton,NY,Colgate
1159,891159,A,74,14,11,34,13,8,6,1221,0.15,0.7647058823529411,4372,Worcester,MA,Colgate
1159,1031159,A,84,18,4,34,12,5,4,1119,0.4642857142857143,0.75,4367,West Point,NY,Colgate
1159,1321159,H,85,18,6,20,8,9,1,1259,0.6086956521739131,0.6428571428571429,4144,Hamilton,NY,Colgate
1159,1041159,A,92,14,7,28,10,9,6,1119,0.3181818181818182,0.76,4367,West Point,NY,Colgate
1159,901159,A,78,9,12,27,7,9,5,1221,0.2857142857142857,0.8181818181818182,4372,Worcester,MA,Colgate
1159,1111159,H,78,23,7,27,14,5,3,1131,0.5,0.6666666666666666,4144,Hamilton,NY,Colgate
1160,421160,H,81,16,7,28,13,10,8,1294,0.46153846153846156,0.7333333333333333,4040,Boulder,CO,Colorado
1160,661160,H,79,12,12,26,13,5,4,1332,0.2692307692307692,0.9333333333333333,4040,Boulder,CO,Colorado
1160,1011160,A,69,14,6,26,9,4,1,1390,0.42105263157894735,0.8333333333333334,4331,Stanford,CA,Colorado
1160,1101160,A,61,8,7,25,15,6,0,1333,0.2222222222222222,0.8636363636363636,4086,Corvallis,OR,Colorado
1160,1301160,N,72,10,10,22,10,5,3,1425,0.5,0.8,4201,Los Angeles,CA,Colorado
1160,1171160,H,70,9,7,19,6,4,2,1417,0.3333333333333333,0.8333333333333334,4040,Boulder,CO,Colorado
1160,981160,H,78,18,6,27,12,7,5,1333,0.38461538461538464,0.7142857142857143,4040,Boulder,CO,Colorado
1160,731160,H,89,18,4,23,7,6,0,1143,0.5714285714285714,0.7857142857142857,4040,Boulder,CO,Colorado
1160,1221160,H,75,12,12,31,13,4,3,1113,0.3157894736842105,0.8947368421052632,4040,Boulder,CO,Colorado
1160,961160,H,82,15,5,12,9,6,2,1112,0.55,0.7647058823529411,4040,Boulder,CO,Colorado
1160,251160,A,76,13,5,19,8,6,1,1243,0.2857142857142857,0.8571428571428571,4211,Manhattan,KS,Colorado
1160,701160,A,65,11,13,34,9,2,4,1428,0.2631578947368421,0.75,4301,Salt Lake City,UT,Colorado
1160,1151160,H,80,20,7,25,9,7,3,1425,0.5454545454545454,0.9333333333333333,4040,Boulder,CO,Colorado
1160,821160,A,70,15,2,21,11,4,6,1450,0.42857142857142855,0.8,4069,Cheney,WA,Colorado
1160,751160,H,77,16,11,27,9,6,5,1390,0.3333333333333333,0.9230769230769231,4040,Boulder,CO,Colorado
1160,481160,N,92,21,9,28,7,2,2,1449,0.4,0.9285714285714286,4040,Boulder,CO,Colorado
1160,441160,H,91,18,8,34,9,4,2,1303,0.4230769230769231,0.8181818181818182,4040,Boulder,CO,Colorado
1160,501160,N,74,10,3,16,6,7,2,1213,0.47058823529411764,0.8571428571428571,4267,Phoenix,AZ,Colorado
1160,861160,H,70,16,4,19,11,8,5,1450,0.5882352941176471,0.8695652173913043,4040,Boulder,CO,Colorado
1160,591160,A,72,12,9,26,11,6,2,1425,0.36363636363636365,0.875,4201,Los Angeles,CA,Colorado
1160,1291160,N,61,8,8,22,8,8,2,1143,0.21428571428571427,0.782608695652174,4040,Boulder,CO,Colorado
1160,231160,N,84,20,14,27,8,4,5,1377,0.4,0.9333333333333333,4040,Boulder,CO,Colorado
1163,1061163,H,73,12,13,24,13,5,6,1344,0.4166666666666667,0.7142857142857143,4149,Hartford,CT,Connecticut
1163,1291163,N,94,20,18,24,7,8,8,1177,0.2857142857142857,0.782608695652174,4149,Hartford,CT,Connecticut
1163,641163,A,65,14,14,27,10,2,3,1266,0.5,0.6923076923076923,4215,Milwaukee,WI,Connecticut
1163,581163,H,82,14,14,27,14,5,3,1177,0.4117647058823529,0.7142857142857143,4149,Hartford,CT,Connecticut
1163,681163,A,72,13,7,21,11,7,3,1139,0.47619047619047616,0.8,4161,Indianapolis,IN,Connecticut
1163,1131163,A,70,12,17,28,14,8,5,1207,0.18181818181818182,0.6153846153846154,4363,Washington,DC,Connecticut
1163,1241163,H,98,22,8,25,12,4,6,1207,0.42857142857142855,0.7619047619047619,4149,Hartford,CT,Connecticut
1163,1031163,A,80,21,10,28,11,5,8,1462,0.4230769230769231,0.7222222222222222,4072,Cincinnati,OH,Connecticut
1163,311163,N,61,9,14,25,8,3,6,1425,0.3684210526315789,0.8,4201,Los Angeles,CA,Connecticut
1163,251163,H,69,12,15,21,12,7,9,1216,0.2631578947368421,0.5714285714285714,4149,Hartford,CT,Connecticut
1163,701163,A,60,10,10,16,14,16,6,1177,0.2777777777777778,0.5416666666666666,4071,Chicago,IL,Connecticut
1163,231163,H,102,22,18,23,15,9,6,1148,0.38461538461538464,0.7272727272727273,4149,Hartford,CT,Connecticut
1163,1171163,H,80,12,8,25,7,5,3,1266,0.2857142857142857,0.8888888888888888,4149,Hartford,CT,Connecticut
1163,851163,H,63,14,3,29,10,6,9,1139,0.5,0.6666666666666666,4149,Hartford,CT,Connecticut
1163,1211163,A,69,8,10,26,12,5,4,1371,0.3333333333333333,0.9375,4241,Newark,NJ,Connecticut
1166,651166,H,89,16,5,26,13,11,4,1371,0.5416666666666666,0.8,4255,Omaha,NE,Creighton
1166,861166,A,85,18,6,19,7,7,2,1371,0.4857142857142857,0.5714285714285714,4241,Newark,NJ,Creighton
1166,511166,H,66,10,7,34,12,4,6,1462,0.2857142857142857,0.7,4255,Omaha,NE,Creighton
1166,291166,H,94,28,6,36,12,3,3,1303,0.5,0.8333333333333334,4255,Omaha,NE,Creighton
1166,1241166,H,93,20,8,30,8,5,1,1139,0.48,0.6521739130434783,4255,Omaha,NE,Creighton
1166,271166,H,69,18,4,22,4,4,4,1295,0.22857142857142856,0.7777777777777778,4255,Omaha,NE,Creighton
1166,611166,A,67,14,7,24,11,8,6,1344,0.3448275862068966,0.5,4281,Providence,RI,Creighton
1166,991166,A,63,12,7,26,17,19,3,1207,0.24,0.5555555555555556,4363,Washington,DC,Creighton
1166,451166,A,94,23,10,33,13,4,5,1385,0.5652173913043478,0.5555555555555556,4285,Queens,NY,Creighton
1166,681166,H,97,24,10,23,12,7,6,1385,0.4444444444444444,0.5384615384615384,4255,Omaha,NE,Creighton
1166,391166,H,98,24,8,21,13,16,5,1304,0.4666666666666667,0.6153846153846154,4255,Omaha,NE,Creighton
1166,321166,H,93,15,5,31,7,9,4,1244,0.3181818181818182,0.8571428571428571,4255,Omaha,NE,Creighton
1166,1141166,H,77,15,8,26,12,10,4,1177,0.3548387096774194,0.6,4255,Omaha,NE,Creighton
1166,1301166,N,59,7,15,29,11,3,3,1163,0.2777777777777778,0.5714285714285714,4255,Omaha,NE,Creighton
1166,891166,A,69,15,9,25,12,7,3,1177,0.2727272727272727,0.85,4071,Chicago,IL,Creighton
1166,961166,A,71,17,11,26,10,6,2,1266,0.35294117647058826,0.6,4215,Milwaukee,WI,Creighton
1166,481166,A,76,13,9,31,15,6,3,1163,0.25925925925925924,0.625,4149,Hartford,CT,Creighton
1166,1291166,N,87,22,3,24,11,8,5,1139,0.5416666666666666,0.6666666666666666,4255,Omaha,NE,Creighton
1166,821166,H,74,8,3,21,9,4,2,1163,0.3,0.625,4255,Omaha,NE,Creighton
1166,1031166,H,86,16,5,27,9,4,2,1437,0.46153846153846156,0.7692307692307693,4255,Omaha,NE,Creighton
1179,1121179,H,74,10,8,26,12,1,8,1191,0.4444444444444444,0.8,4097,Des Moines,IA,Drake
1179,461179,A,75,8,7,24,14,8,2,1377,0.3888888888888889,0.6896551724137931,4359,Vermillion,SD,Drake
1179,561179,A,73,11,8,19,9,8,0,1232,0.25,0.6785714285714286,4344,Terre Haute,IN,Drake
1179,551179,A,81,16,5,25,11,4,0,1232,0.5,0.6666666666666666,4344,Terre Haute,IN,Drake
1179,621179,H,73,12,3,25,7,8,4,1356,0.45,0.8,4097,Des Moines,IA,Drake
1179,631179,H,86,13,12,25,17,8,5,1356,0.6,0.9,4097,Des Moines,IA,Drake
1179,851179,A,68,6,9,27,5,8,4,1283,0.2857142857142857,0.6666666666666666,4327,Springfield,MO,Drake
1179,1111179,H,85,16,4,19,8,6,2,1191,0.5238095238095238,0.6,4097,Des Moines,IA,Drake
1179,911179,H,95,25,10,24,7,12,4,1229,0.41935483870967744,0.8571428571428571,4097,Des Moines,IA,Drake
1179,901179,H,78,14,13,24,12,11,1,1229,0.13333333333333333,0.8,4097,Des Moines,IA,Drake
1179,961179,A,80,13,12,33,11,2,3,1434,0.38461538461538464,0.5625,4357,Valparaiso,IN,Drake
1179,1041179,H,51,5,5,20,6,11,5,1260,0.15789473684210525,0.7142857142857143,4097,Des Moines,IA,Drake
1179,1071179,A,77,19,10,22,3,6,2,1320,0.36,0.6153846153846154,4058,Cedar Falls,IA,Drake
1179,1241179,N,71,7,8,21,2,5,2,1283,0.1875,0.8,4097,Des Moines,IA,Drake
